"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.190654667E0,2.332640558E0,2.402349601E0,-2.700004452E0,4.301455523E0
3.200649667E0,2.263643998E0,1.865887445E0,-2.360199947E0,3.765124685E0
3.210643667E0,1.821105375E0,1.271967625E0,-1.850344961E0,2.891038378E0
3.220638667E0,1.162221088E0,7.413474226E-1,-1.335861905E0,1.919604357E0
3.230633667E0,4.411975640E-1,1.194872671E-1,-1.189239464E0,1.274057691E0
3.240627667E0,-2.297382359E-1,-4.177882361E-1,-1.521219810E0,1.594188313E0
3.250622667E0,-7.543799161E-1,-6.640560025E-1,-1.987985494E0,2.227587430E0
3.260617667E0,-1.471086368E0,-9.546737301E-1,-2.520241163E0,3.070360329E0
3.270611667E0,-2.261551133E0,-1.421702539E0,-2.915036393E0,3.953895397E0
3.280606667E0,-2.834652380E0,-1.775719872E0,-2.617962170E0,4.247606514E0
3.290601667E0,-3.308087691E0,-1.926009686E0,-1.953787469E0,4.297702055E0
3.300595667E0,-3.609993468E0,-1.856473428E0,-1.046363919E0,4.192066779E0
3.310590667E0,-3.876302859E0,-1.729571307E0,1.517796850E-1,4.247373050E0
3.320585667E0,-3.973069015E0,-1.880894909E0,9.004115689E-1,4.487068536E0
3.330579667E0,-3.927851035E0,-2.033717152E0,1.138107902E0,4.567199230E0
3.340574667E0,-4.029168664E0,-1.965684214E0,1.175862204E0,4.634734779E0
3.350569667E0,-3.968052396E0,-1.837892146E0,1.025963568E0,4.491757852E0
3.360563667E0,-3.478604778E0,-1.733656172E0,9.385552955E-1,3.998392298E0
3.370558667E0,-2.518922031E0,-1.507451956E0,1.113753079E0,3.139717427E0
3.380553667E0,-1.141042619E0,-1.091009164E0,8.411763507E-1,1.788814386E0
3.390547667E0,3.714744875E-1,-2.412859386E-1,8.893989229E-1,9.936008470E-1
3.400542667E0,1.829155236E0,6.340358126E-1,1.582886301E0,2.500667777E0
3.410537667E0,2.568645583E0,1.322913246E0,2.214694909E0,3.640455072E0
3.420531667E0,2.600773695E0,1.664668382E0,2.454507934E0,3.944585381E0
3.430526667E0,2.305043600E0,1.907614930E0,2.607066468E0,3.968503029E0
3.440521667E0,2.148128890E0,2.357761658E0,2.739103614E0,4.204305695E0
3.450515667E0,2.355889964E0,2.830254689E0,2.843982198E0,4.652826439E0
3.460510667E0,2.380264667E0,3.215184497E0,3.089890945E0,5.054749973E0
3.470505667E0,2.574631963E0,3.141567467E0,2.647483592E0,4.848437405E0
3.480499917E0,2.401885917E0,3.078930924E0,1.786109789E0,4.294072632E0
3.490494917E0,2.237850321E0,2.883761975E0,1.042401845E0,3.796137352E0
3.500489917E0,2.042357291E0,2.677150610E0,5.043796527E-1,3.404813875E0
3.510483917E0,1.557112066E0,2.195987912E0,-2.238559735E-1,2.701309385E0
3.520478917E0,8.507009534E-1,2.069877504E0,-1.145937324E0,2.514211077E0
3.530473917E0,2.507372318E-1,1.478512332E0,-2.374747235E0,2.808610386E0
3.540467917E0,-1.648132749E-1,4.487340403E-1,-3.702897831E0,3.733627995E0
3.550462917E0,-6.184278399E-1,-4.458063394E-1,-4.441124010E0,4.506082418E0
3.560457917E0,-1.232413550E0,-1.305434164E0,-4.647668717E0,4.982351455E0
3.570451917E0,-1.839950074E0,-2.190481004E0,-4.581439059E0,5.401222747E0
3.580446917E0,-2.539153689E0,-2.843773452E0,-3.908139778E0,5.459661659E0
3.590441917E0,-2.984971431E0,-3.544165222E0,-2.880456544E0,5.456023412E0
3.600435917E0,-3.311063631E0,-4.237381874E0,-2.023516100E0,5.745708392E0
3.610430917E0,-3.410126574E0,-4.815234130E0,-1.465947835E0,6.079839310E0
3.620425917E0,-3.271586447E0,-5.265799518E0,-8.840650928E-1,6.262067832E0
3.630419917E0,-3.253415347E0,-5.404680830E0,-2.152126193E-1,6.312020498E0
3.640414917E0,-3.152647649E0,-5.690328425E0,6.331160456E-1,6.536043199E0
3.650409917E0,-3.078646165E0,-5.777892818E0,1.707841884E0,6.766005581E0
3.660403917E0,-2.946080430E0,-5.162516640E0,2.624947253E0,6.497793167E0
3.670398917E0,-2.261744968E0,-4.401020882E0,2.896672043E0,5.733688518E0
3.680393917E0,-1.078384733E0,-3.599478713E0,2.205217157E0,4.356850163E0
3.690387917E0,7.306369315E-1,-2.502831078E0,9.777304709E-1,2.784591641E0
3.700382917E0,2.757805933E0,-8.614919168E-1,-1.055609536E-1,2.891159803E0
3.710377917E0,4.472347557E0,1.031197996E0,-9.350434577E-1,4.683969283E0
3.720371917E0,5.663599048E0,2.906366141E0,-1.715801114E0,6.592972909E0
3.730366917E0,6.542184130E0,4.334230476E0,-2.556785091E0,8.253658402E0
3.740361917E0,7.010646676E0,5.113607605E0,-3.031821662E0,9.191849223E0
3.750355917E0,6.964812691E0,5.527112170E0,-2.887295448E0,9.348479008E0
3.760350917E0,6.436498046E0,5.694479363E0,-2.325529466E0,8.903015759E0
3.770345917E0,5.736847703E0,5.432107195E0,-1.727528290E0,8.087247006E0
3.780339917E0,4.751363532E0,4.753219730E0,-1.448271117E0,6.875030359E0
3.790334917E0,3.664477824E0,3.859230158E0,-1.381935625E0,5.498345315E0
3.800329917E0,2.522147063E0,2.998052822E0,-1.556639319E0,4.215764758E0
3.810323917E0,1.406982758E0,2.167566935E0,-2.034641013E0,3.289028877E0
3.820318917E0,4.650182800E-1,1.251187790E0,-2.540308807E0,2.869648362E0
3.830313917E0,-2.558534176E-1,2.854470348E-1,-2.875907995E0,2.901342410E0
3.840307917E0,-1.083912106E0,-6.107235485E-1,-2.980833356E0,3.230048948E0
3.850302917E0,-1.934045807E0,-1.388144199E0,-2.894927233E0,3.748076998E0
3.860297917E0,-2.647908977E0,-2.199889759E0,-2.672837119E0,4.358324812E0
3.870291917E0,-3.272499782E0,-2.850362095E0,-2.438448556E0,4.977936345E0
3.880286917E0,-3.686582053E0,-3.235269683E0,-2.152535498E0,5.356422895E0
3.890281917E0,-3.882888870E0,-3.446417903E0,-1.726054206E0,5.471186842E0
3.900275917E0,-4.019281899E0,-3.632107345E0,-1.173895200E0,5.543001055E0
3.910270917E0,-4.224426198E0,-3.791704173E0,-5.613981915E-1,5.704205919E0
3.920265917E0,-4.356164259E0,-3.780431911E0,8.419815123E-2,5.768441888E0
3.930259917E0,-4.024774774E0,-3.566987489E0,8.057638586E-1,5.437965348E0
3.940254917E0,-3.234534980E0,-3.127770377E0,1.620214341E0,4.782285916E0
3.950249917E0,-2.471789380E0,-2.462307535E0,2.487280408E0,4.284771285E0
3.960243917E0,-1.756535303E0,-1.891825694E0,3.052140151E0,3.997496745E0
3.970238917E0,-1.036630790E0,-1.395080751E0,3.194779469E0,3.636958832E0
3.980233917E0,-3.379983739E-1,-8.315401393E-1,2.982828426E0,3.114958639E0
3.990227917E0,6.588368509E-1,-1.905502331E-1,2.397868295E0,2.494022403E0
4.000222917E0,2.057845542E0,7.083954388E-1,1.635841609E0,2.722596213E0
4.010217917E0,3.199744924E0,1.661923115E0,9.006033576E-1,3.716374904E0
4.020211917E0,3.837769415E0,2.252709412E0,1.848603076E-1,4.453913685E0
4.030206917E0,3.893736332E0,2.502015976E0,-4.634491432E-1,4.651456941E0
4.040201917E0,3.536282591E0,2.480911621E0,-8.693681163E-1,4.406361078E0
4.050195917E0,2.969449705E0,2.187073832E0,-1.271474705E0,3.900970574E0
4.060190917E0,2.146292134E0,1.791657043E0,-1.441429875E0,3.145524593E0
4.070185917E0,1.297797993E0,1.417140541E0,-1.163522240E0,2.246408455E0
4.080179917E0,5.598608123E-1,7.463005990E-1,-1.094156136E0,1.437910415E0
4.090174917E0,-8.548793737E-2,1.504032505E-1,-1.091257086E0,1.104885222E0
4.100169917E0,-6.630426069E-1,-1.958214980E-1,-1.027334740E0,1.238300539E0
4.110163917E0,-1.190540177E0,-4.262959349E-1,-1.133720736E0,1.698362989E0
4.120158917E0,-1.583944647E0,-6.577193749E-1,-1.278700109E0,2.139287122E0
4.130153917E0,-1.800658977E0,-8.735792810E-1,-1.312753124E0,2.393498334E0
4.140147917E0,-1.896927097E0,-1.001293581E0,-1.304084626E0,2.510290413E0
4.150142917E0,-1.907188961E0,-1.031999649E0,-1.208638186E0,2.482579157E0
4.160137917E0,-1.751041552E0,-9.647093064E-1,-9.696981508E-1,2.221964236E0
4.170131917E0,-1.555656987E0,-8.888019222E-1,-6.630356634E-1,1.910406713E0
4.180126917E0,-1.374088954E0,-7.668664259E-1,-5.290133876E-1,1.660138468E0
4.190121917E0,-1.077455465E0,-6.232237262E-1,-4.523213071E-1,1.324353675E0
4.200115917E0,-7.674584565E-1,-3.899110508E-1,-2.022779936E-1,8.842734286E-1
4.210110917E0,-3.763518693E-1,-2.749694091E-1,-9.908691645E-3,4.662049846E-1
4.220105917E0,-2.425333690E-3,-1.427445674E-1,2.798079801E-1,3.141248151E-1
4.230099917E0,2.080974349E-1,4.045805454E-2,6.406659704E-1,6.748290764E-1
4.240094917E0,4.373650796E-1,2.266088426E-2,8.765034735E-1,9.798265498E-1
4.250089917E0,6.418752477E-1,-3.610070944E-2,1.103281301E0,1.276924713E0
4.260083917E0,5.523401235E-1,-1.186511153E-1,1.128609685E0,1.262108363E0
4.270078917E0,3.847141917E-1,-1.888668197E-1,9.405059266E-1,1.033550716E0
4.280073917E0,3.314168941E-1,-2.026644945E-1,7.229509127E-1,8.207119332E-1
4.290067917E0,4.564500260E-1,-1.134073323E-1,4.722456944E-1,6.665011967E-1
4.300062917E0,6.530179942E-1,1.194831741E-1,4.069445747E-1,7.786607840E-1
4.310057917E0,7.917267403E-1,1.805456471E-1,3.993022639E-1,9.049145042E-1
4.320051917E0,7.837628326E-1,1.221138364E-1,3.768951488E-1,8.782060806E-1
4.330046917E0,6.769762295E-1,8.601312697E-2,3.107806814E-1,7.498531224E-1
4.340041917E0,5.314352677E-1,8.705393136E-2,2.470998251E-1,5.925032948E-1
4.350035917E0,4.148043654E-1,5.535559058E-2,5.473461628E-2,4.220459468E-1
4.360030917E0,3.825635127E-1,1.087359917E-1,-2.683895373E-1,4.798033982E-1
4.370025917E0,3.032389792E-1,1.948163617E-1,-5.078663474E-1,6.227644178E-1
4.380019917E0,2.302419004E-1,2.373566097E-1,-5.501569194E-1,6.418894989E-1
4.390014917E0,1.680718916E-1,2.398720819E-1,-4.595391101E-1,5.449430889E-1
4.400009917E0,1.028487957E-1,1.660316885E-1,-3.053310764E-1,3.624520141E-1
4.410003917E0,2.878185924E-2,3.311102808E-2,-2.509987485E-1,2.548040568E-1
4.419998917E0,1.270392020E-1,-4.391258955E-3,-2.192986536E-1,2.534761162E-1
4.429993917E0,2.277211658E-1,4.365180373E-2,-6.694944978E-2,2.413392594E-1
4.439987917E0,2.847531896E-1,7.957358837E-2,1.302952605E-1,3.230993499E-1
4.449982917E0,2.904082511E-1,1.863507628E-2,2.875602186E-1,4.091150177E-1
4.459977917E0,1.907410351E-1,-3.558849335E-2,4.944329542E-1,5.311427581E-1
4.469971917E0,4.828294471E-2,-1.398624748E-1,5.791158396E-1,5.977189225E-1
4.479966583E0,-2.969267271E-2,-1.959974992E-1,5.498458475E-1,5.844887771E-1
4.489961583E0,-1.782037642E-2,-2.759254289E-1,5.219201303E-1,5.906378167E-1
4.499955583E0,1.594170257E-2,-3.574975955E-1,4.985681051E-1,6.137009240E-1
4.509950583E0,-4.099738710E-3,-3.563065177E-1,4.779157394E-1,5.961330358E-1
4.519945583E0,-6.619552441E-2,-3.625723940E-1,4.723222929E-1,5.991067824E-1
4.529939584E0,-1.854234675E-1,-3.172705060E-1,4.393615383E-1,5.727835522E-1
4.539934583E0,-1.691826068E-1,-2.428547466E-1,4.379009038E-1,5.285436443E-1
4.549929583E0,-3.494690761E-2,-1.594839764E-1,5.215424001E-1,5.465005949E-1
4.559923583E0,1.725901083E-1,-9.691759944E-2,6.149060619E-1,6.459797454E-1
4.569918583E0,3.443541146E-1,-7.634475589E-2,6.705621994E-1,7.576687543E-1
4.579913583E0,3.674425399E-1,-5.992460489E-2,6.857614517E-1,7.803036249E-1
4.589907583E0,3.077990765E-1,-4.385411739E-2,6.493677968E-1,7.199597146E-1
4.599902584E0,2.487536735E-1,-3.212167919E-2,6.070859957E-1,6.568588878E-1
4.609897583E0,2.232068229E-1,-1.506008863E-2,6.131969208E-1,6.527316108E-1
4.619891583E0,2.082721571E-1,1.861051798E-2,6.438719988E-1,6.769747363E-1
4.629886583E0,2.510618985E-1,6.738565207E-2,6.564464360E-1,7.060416605E-1
4.639881583E0,3.015572834E-1,9.152822077E-2,6.136202592E-1,6.898144916E-1
4.649875583E0,3.279860038E-1,9.885361254E-2,5.275825739E-1,6.290391305E-1
4.659870583E0,3.825308779E-1,1.025800431E-1,4.712241858E-1,6.155524113E-1
4.669865583E0,3.961313919E-1,1.722542953E-1,4.210480589E-1,6.032189402E-1
4.679859583E0,3.906388099E-1,2.138174736E-1,3.752485728E-1,5.823470471E-1
4.689854583E0,3.563957974E-1,1.756848568E-1,3.628700173E-1,5.381057357E-1
4.699849583E0,3.049850674E-1,1.587045425E-1,3.974177063E-1,5.254939166E-1
4.709843583E0,2.633255197E-1,1.349929136E-1,4.328307831E-1,5.243146983E-1
4.719838583E0,2.130216311E-1,7.591732442E-2,4.109025550E-1,4.690229900E-1
4.729833583E0,2.141011732E-1,2.375782192E-2,3.680085504E-1,4.264200273E-1
4.739827583E0,2.109161949E-1,-1.747031093E-2,3.106380093E-1,3.758813987E-1
4.749822584E0,1.664336480E-1,-2.065411985E-2,2.775100243E-1,3.242507755E-1
4.759817583E0,1.279821020E-1,-2.716499448E-2,3.353997982E-1,3.600144163E-1
4.769811583E0,1.194729780E-1,-5.549183071E-2,4.019703484E-1,4.230050788E-1
4.779806583E0,8.744266156E-2,-8.174056649E-2,4.048372382E-1,4.221622066E-1
4.789801583E0,4.831528712E-2,-9.258773625E-2,3.745907611E-1,3.888767082E-1
4.799795583E0,4.155930452E-2,-1.079542190E-1,3.238059390E-1,3.438481864E-1
4.809790583E0,6.110311121E-2,-9.862966418E-2,2.830099154E-1,3.058692744E-1
4.819785583E0,4.362326201E-2,-4.264491320E-2,2.688274938E-1,2.756624730E-1
4.829779583E0,5.988813289E-2,-3.205969870E-2,2.338628983E-1,2.435287826E-1
4.839774583E0,5.239258714E-2,-4.526914358E-2,2.002852625E-1,2.119161742E-1
4.849769583E0,1.557968684E-2,-3.811799884E-2,1.655633265E-1,1.706075132E-1
4.859763583E0,-2.520321708E-2,-9.982951283E-3,1.341269410E-1,1.368389483E-1
4.869758583E0,-1.912741184E-2,-2.678024769E-3,9.004653633E-2,9.209456230E-2
4.879753583E0,-1.791342024E-2,1.913267434E-2,5.665074885E-2,6.242000638E-2
4.889747583E0,1.529083438E-3,2.522781193E-2,4.245137036E-2,4.940545958E-2
4.899742584E0,2.023893099E-2,8.931621909E-3,4.896575332E-2,5.373111943E-2
4.909737583E0,2.516232312E-2,-4.325770140E-3,1.161572778E-1,1.189300970E-1
4.919731583E0,1.365533162E-2,-1.262706220E-2,1.774378520E-1,1.784099272E-1
4.929726583E0,-1.072291642E-2,-2.892617583E-2,1.643570459E-1,1.672272200E-1
4.939721583E0,-2.092488248E-2,-1.072847128E-2,7.371233940E-2,7.737221583E-2
4.949715583E0,-3.182354428E-2,2.436534762E-3,-3.771804929E-2,4.940977549E-2
4.959710583E0,-1.090739608E-2,-1.160204530E-2,-1.069256938E-1,1.081049616E-1
4.969705583E0,-7.258477695E-3,-1.732003748E-2,-1.417289060E-1,1.429676607E-1
4.979699583E0,-4.176728267E-2,-1.649382591E-2,-1.220793378E-1,1.300765810E-1
4.989694583E0,-9.175903961E-2,-2.290003538E-2,-1.060591364E-1,1.421009267E-1
4.999689583E0,-1.376040608E-1,-2.534066319E-2,-1.297070307E-1,1.907903052E-1
5.009683583E0,-1.328813379E-1,-1.539221048E-2,-2.031024510E-1,2.431974006E-1
5.019678583E0,-1.033313737E-1,-5.370082855E-3,-2.914918864E-1,3.093117043E-1
5.029672583E0,-1.092580019E-1,8.284335136E-3,-3.426006442E-1,3.596959030E-1
5.039667583E0,-1.350376265E-1,5.357979119E-2,-3.619783169E-1,3.900439161E-1
5.049662584E0,-1.443703857E-1,7.233648956E-2,-3.425275540E-1,3.786825864E-1
5.059657583E0,-1.565640230E-1,7.151612520E-2,-3.256174064E-1,3.683117495E-1
5.069651583E0,-1.690721675E-1,9.540141642E-2,-3.226183695E-1,3.765228285E-1
5.079646583E0,-1.307287220E-1,1.023075628E-1,-3.063946849E-1,3.484745889E-1
5.089640583E0,-6.405209960E-2,1.019269091E-1,-2.907025123E-1,3.146422046E-1
5.099635583E0,-5.638806269E-2,8.935305655E-2,-2.933676732E-1,3.118143261E-1
5.109630583E0,-8.644339068E-2,8.140435159E-2,-3.132072759E-1,3.349595885E-1
5.119625583E0,-1.005593915E-1,3.254911065E-2,-3.464410955E-1,3.622058371E-1
5.129619583E0,-1.058069752E-1,-8.630490303E-3,-3.284813726E-1,3.452095212E-1
5.139614583E0,-1.302243082E-1,1.477708340E-2,-2.812235910E-1,3.102635022E-1
5.149608583E0,-1.185580715E-1,3.317066967E-2,-2.261024737E-1,2.574463794E-1
5.159603583E0,-1.002521569E-1,-4.225198030E-3,-1.870360565E-1,2.122518167E-1
5.169598583E0,-9.440333325E-2,-2.529973269E-2,-1.770104206E-1,2.021997893E-1
5.179592583E0,-8.653277999E-2,-2.478166938E-2,-1.641833836E-1,1.872384485E-1
5.189587583E0,-8.419091530E-2,-5.896332264E-3,-1.324634081E-1,1.570650548E-1
5.199582584E0,-9.946453694E-2,5.488722861E-2,-1.005826342E-1,1.517322256E-1
5.209576583E0,-8.703907577E-2,6.300842643E-2,-9.730702400E-2,1.449638556E-1
5.219571583E0,-9.030909458E-2,1.862162769E-2,-1.108082449E-1,1.441560430E-1
5.229566583E0,-9.539551439E-2,1.427305341E-3,-1.062602806E-1,1.428061224E-1
5.239560583E0,-9.841591191E-2,-5.795175433E-3,-8.861338377E-2,1.325579404E-1
5.249555583E0,-7.797751777E-2,-1.288784802E-2,-8.739833236E-2,1.178348777E-1
5.259550583E0,-5.372723239E-2,1.556645751E-2,-5.631336451E-2,7.937332752E-2
5.269544584E0,-4.343366604E-2,1.997116506E-2,-3.742101073E-2,6.070966006E-2
5.279539583E0,-2.951595889E-2,-3.406938672E-2,-5.142392278E-2,6.838373180E-2
5.289534583E0,-2.448430192E-2,-4.539251983E-2,-6.488421321E-2,8.288499877E-2
5.299528583E0,-5.125513924E-2,-2.536580622E-2,-9.005823076E-2,1.066817620E-1
5.309523583E0,-7.032329321E-2,-8.966120481E-3,-1.352168620E-1,1.526740209E-1
5.319518583E0,-7.707920272E-2,-2.142068982E-2,-1.179816091E-1,1.425472186E-1
5.329512583E0,-6.817597635E-2,-4.621639252E-2,-4.634737015E-2,9.450924509E-2
5.339507583E0,-5.793044854E-2,-7.718149245E-2,1.857718885E-2,9.827528474E-2
5.349502583E0,-8.556058902E-2,-1.127705705E-1,4.487738013E-2,1.484984687E-1
5.359496583E0,-1.121870732E-1,-1.220202810E-1,4.501888275E-2,1.717602636E-1
5.369491583E0,-1.463388874E-1,-9.453485906E-2,2.970093191E-2,1.767315900E-1
5.379486583E0,-1.353631154E-1,-5.829732478E-2,1.432100058E-2,1.480771493E-1
5.389480583E0,-5.728922825E-2,-1.435023665E-2,1.022268713E-2,5.993736979E-2
5.399475583E0,1.591703463E-3,8.843328953E-3,1.533256888E-2,1.777148433E-2
5.409470583E0,3.437970942E-2,-7.334747314E-3,7.279198766E-3,3.589915978E-2
5.419464584E0,1.861249141E-2,-3.321101546E-2,1.012971640E-2,3.939552689E-2
5.429459583E0,-2.289082602E-2,-4.234436631E-2,2.393616199E-2,5.375848887E-2
5.439454583E0,-5.224856291E-2,-3.816068351E-2,4.178654194E-2,7.702119955E-2
5.449448583E0,-7.209631518E-2,-9.578908682E-3,5.798683763E-2,9.301670544E-2
5.459443583E0,-7.413293693E-2,4.160293937E-3,3.334316254E-2,8.139267087E-2
5.469438583E0,-5.324383210E-2,3.367996216E-3,2.966643333E-2,6.104380659E-2
5.479432792E0,-4.501851730E-2,5.144380331E-3,1.834622383E-2,4.888471620E-2
5.489427792E0,-2.633050544E-2,-8.687793016E-3,9.323970079E-3,2.925251583E-2
5.499422792E0,-1.762105945E-2,-1.671075761E-2,-1.164356053E-2,2.693183355E-2
5.509416792E0,4.741945714E-3,-1.341000438E-2,-3.870856762E-4,1.422898808E-2
5.519411792E0,3.617019994E-2,2.656448543E-2,-8.907063603E-3,4.575249755E-2
5.529406792E0,2.977040414E-2,6.636589766E-2,-3.147497714E-2,7.925517977E-2
5.539400792E0,1.913642021E-2,6.100224674E-2,-5.541932523E-2,8.460956385E-2
5.549395792E0,2.015557162E-2,3.313734055E-2,-6.089114964E-2,7.219461552E-2
5.559390792E0,7.438060306E-3,1.853275001E-2,-2.829350710E-2,3.463105699E-2
5.569384792E0,1.779600084E-2,9.921555519E-3,2.238548040E-2,3.026953324E-2
5.579379792E0,2.006026201E-2,3.351039290E-3,2.265152872E-2,3.044232792E-2
5.589374792E0,1.549566966E-2,1.211543083E-3,1.128863454E-2,1.920981219E-2
5.599368792E0,1.200466264E-2,-1.143130660E-2,-2.284507155E-3,1.673336991E-2
5.609363792E0,1.951214036E-2,-6.491578817E-3,-3.762917161E-2,4.288145022E-2
5.619358792E0,2.302536679E-2,2.602010965E-3,-5.046673357E-2,5.553223546E-2
5.629352792E0,1.941920618E-2,-4.184501410E-2,-4.522821307E-2,6.460419515E-2
5.639347792E0,4.890081268E-3,-6.642787814E-2,-5.507317007E-2,8.642702095E-2
5.649342792E0,-3.106059227E-2,-7.202775657E-2,-8.015772521E-2,1.121517678E-1
5.659336792E0,-9.928528324E-2,-1.229166591E-1,-7.520454884E-2,1.749908475E-1
5.669331792E0,-2.393158655E-1,-1.820518899E-1,-9.668955803E-2,3.158541510E-1
5.679326792E0,-3.952687814E-1,-2.561074609E-1,-1.002236152E-1,4.815321527E-1
5.689320792E0,-6.478933483E-1,-4.708984959E-1,-1.774220645E-2,8.011404184E-1
5.699315792E0,-9.789724195E-1,-7.054268074E-1,4.705195963E-2,1.207571060E0
5.709310792E0,-1.313893915E0,-9.084017891E-1,1.379065812E-2,1.597404524E0
5.719304792E0,-1.726379750E0,-1.122696980E0,-1.440701312E-1,2.064362312E0
5.729299792E0,-2.121802679E0,-1.381548539E0,-2.937050575E-1,2.548918523E0
5.739294792E0,-2.925686219E0,-2.010608956E0,-3.860898954E-1,3.570889754E0
5.749288792E0,-3.960795709E0,-2.705864532E0,-5.599457431E-1,4.829404182E0
5.759283792E0,-4.848249556E0,-3.308803682E0,-5.944881696E-1,5.899756075E0
5.769278792E0,-5.861481689E0,-3.940160885E0,-6.706721270E-1,7.094479297E0
5.779272792E0,-6.469100366E0,-4.329329925E0,-7.101279688E-1,7.816433898E0
5.789267792E0,-6.606334518E0,-4.672293096E0,-7.530149567E-1,8.126562007E0
5.799262792E0,-6.185151973E0,-4.806411266E0,-7.389734530E-1,7.867895268E0
5.809256792E0,-5.066126459E0,-4.737742150E0,-4.590111065E-1,6.951440799E0
5.819251792E0,-3.734897304E0,-4.636184785E0,-1.015076637E-1,5.954323726E0
5.829246792E0,-1.763440719E0,-3.827540588E0,5.032511401E-1,4.244178582E0
5.839240792E0,-4.046273232E-2,-2.376769202E0,1.553387682E0,2.839662368E0
5.849235792E0,1.705858508E0,-1.374588014E0,2.556332517E0,3.366642451E0
5.859230792E0,2.651519048E0,-8.169209307E-1,3.002144119E0,4.087882383E0
5.869224792E0,2.815353060E0,-3.228686303E-1,2.882276198E0,4.042025864E0
5.879219792E0,3.155470100E0,1.456535572E-1,2.576338180E0,4.076239067E0
5.889214792E0,3.662045090E0,5.433542687E-1,1.969529927E0,4.193430128E0
5.899208792E0,4.073013133E0,9.840828860E-1,1.276317369E0,4.380278660E0
5.909203792E0,4.786353562E0,1.367906985E0,7.923398209E-1,5.040649992E0
5.919198792E0,5.800775896E0,2.173684877E0,5.146228051E-1,6.216007044E0
5.929192792E0,6.798795036E0,2.966296594E0,4.194663870E-1,7.429568054E0
5.939187792E0,7.384759719E0,3.384678907E0,4.363098764E-1,8.135176318E0
5.949182792E0,7.521821963E0,3.418913185E0,4.729491144E-1,8.275895956E0
5.959176792E0,8.010864369E0,3.551684741E0,5.632891810E-1,8.780985545E0
5.969171792E0,9.009088746E0,3.844431440E0,5.541838968E-1,9.810731518E0
5.979166792E0,9.632673245E0,3.844457753E0,5.263751239E-1,1.038486014E1
5.989160792E0,9.758711148E0,3.511540682E0,6.115392351E-1,1.038928975E1
5.999155792E0,9.148226166E0,2.997845246E0,5.648340154E-1,9.643451434E0
6.009150792E0,8.650598878E0,2.457329215E0,2.768931431E-1,8.997110515E0
6.019144792E0,8.317363134E0,1.984648488E0,-1.205426896E-1,8.551718521E0
6.029139792E0,7.827913762E0,1.550130199E0,-6.292294014E-1,8.004690321E0
6.039134792E0,7.631732660E0,1.010700581E0,-1.227239349E0,7.795574095E0
6.049128792E0,6.902413545E0,1.558487624E-1,-1.546379794E0,7.075230883E0
6.059123792E0,5.533535337E0,-8.609077799E-1,-1.606123136E0,5.825873931E0
6.069118792E0,4.221444995E0,-1.796218455E0,-1.700022987E0,4.892553193E0
6.079112792E0,3.309823144E0,-2.523566474E0,-1.634309639E0,4.471496952E0
6.089107792E0,2.276814266E0,-3.341527040E0,-1.205688266E0,4.219404029E0
